text,stage,установление_контакта,выявление_потребностей,презентация,работа_с_возражениями,закрытие,method,pressure,result,property_type,objection,manager_style,client_mood,details,technique,client_type,params,outcome
"Менеджер: Здравствуйте, рад вас видеть! Как ваше настроение сегодня?

Клиент: Добрый день. Нормально, спасибо. Вот пришёл узнать о недвижимости.

Менеджер: Отлично! Расскажите, пожалуйста, что именно вы ищете? Возможно, у вас есть какие-то предпочтения по району или типу жилья?

Клиент: Я бы хотел квартиру в центре города. Чтобы магазины поблизости были и автобусная остановка тоже.

Менеджер: Понятно. У нас есть несколько интересных предложений в пределах вашего бюджета 6-8 миллионов рублей. Какой метраж вам подходит?

Клиент: Думаю, около 60 квадратов будет достаточно.

Менеджер: Замечательно! В таком случае могу предложить двухкомнатную квартиру на улице Ленина площадью 65 кв.м за 7 миллионов рублей. Она находится недалеко от парка и имеет хорошую транспортную доступность.

Клиент: Это звучит неплохо... А как с парковкой там? 

Менеджер: Парковки немного ограничены во дворе дома, но рядом есть платные стоянки с возможностью аренды места за небольшую сумму — примерно 2 тысяч рублей в месяц.

Клиент: Хорошо… И когда можно посмотреть эту квартиру?

Менеджер: Мы можем организовать просмотр уже завтра или послезавтра — выберите время удобное для вас!

Клиент: Давайте тогда завтра утром где-то к десяти часам?",Выявление потребностей,3,5,2,2,1,,,,,,,,,активное слушание,пенсионер,бюджет 6-8 млн,
"Менеджер: Здравствуйте! Рад вас видеть. Каково ваше первое впечатление о нашем агентстве?

Клиент: Здравствуйте! Нам понравилось, что у вас много положительных отзывов на сайте.

Менеджер: Спасибо! Это очень важно для нас. Расскажите, пожалуйста, какие именно параметры недвижимости вы рассматриваете?

Клиент: Мы ищем квартиру с двумя спальнями и небольшой кухней. Площадь около 70 квадратных метров.

Менеджер: Отлично! А в каком районе вам бы хотелось жить? Учитывая вашу семью, возможно есть предпочтения по школам или детским площадкам поблизости?

Клиент: Да, нам важен район с хорошими школами. Варианты юго-западного направления будут идеальны.

Менеджер: Понял вас. Скажите, какой бюджет вы планируете выделить на покупку квартиры? 

Клиент: Думаем уложиться в пределах 6 миллионов рублей.

Менеджер: Хорошо слышать такие четкие рамки! Если я правильно понял ваши требования - квартира должна быть готова к въезду максимально быстро? 

Клиент: Да, желательно не дольше трех месяцев с момента покупки!

(Ошибочный момент)  
Менеджер : Тогда мы можем рассмотреть варианты новостроек до года сдачи… эээ... извините это будет не актуально для вашего срока!

Клиент : Нет-нет, нам нужна уже готовая квартира!

Менеджер : Совершенно верно. Я подберу несколько вариантов и свяжусь с вами уже завтра утром со всей информацией по квартирам подходящего типа и ценовой категории.

Клиент : Замечательно ждем от Вас звонка!
",Выявление потребностей,3,5,2,2,1,,,,,,,,,СПИН-вопросы,молодая семья,сроки 3 месяца,
"Менеджер: Привет! Рад тебя видеть на показе этой 1-комнатной квартиры. Она находится в центре города, площадь — 42 м², цена — 5 миллионов рублей.

Клиент: Здравствуй! Спасибо за информацию. Но мне не очень нравятся высокие потолки… Они тут около трех метров?

Менеджер: Да, именно так! Высокие потолки создают ощущение простора и помогают визуально увеличить пространство. Это особенно удобно для создания уютного интерьера.

Клиент: Может быть, но я переживаю о том, что зимой будет холодно…

Менеджер: Понимаю твои опасения. Квартиры с высокими потолками обычно имеют качественную теплоизоляцию и современные радиаторы отопления. Таким образом, температура будет комфортной даже в зимние месяцы!

Клиент: Интересно... А как насчет шумоизоляции? Я живу рядом с улицей и слышу все звуки.

Менеджер: В этой квартире установлены двойные стеклопакеты и стены из кирпича обеспечивают отличную шумоизоляцию от внешней среды. Ты ощутишь разницу при проживании здесь!

Клиент: Хорошо бы это проверить перед покупкой… 

Менеджер: Конечно! Мы можем провести финальную проверку во время второго показа или же организовать тебе встречу с соседями – они смогу рассказать о жизни здесь более подробно.

Клиент: Это хорошая идея! Давай тогда запланируем еще одну встречу на выходных?",Презентация объекта,2,3,5,3,2,FAB метод,,,1-к квартира,слишком высокие потолки,,,,,,,
"Менеджер: Добрый день! Рад вас видеть на показе этого замечательного таунхауса. Давайте начнем с того, что я расскажу о его преимуществах.

Клиент: Здравствуйте! Да, давайте посмотрим. Но мне сразу кажется, что тут немного темновато.

Менеджер: Понимаю вашу озабоченность. Этот таунхаус имеет большие окна и высокие потолки – это позволяет максимально использовать естественный свет в течение дня. 

Клиент: Может быть, но сейчас как-то не хватает света даже при ярком солнце.

Менеджер: Вы правы! Хочу отметить особенность планировки - здесь предусмотрены дополнительные квадратные метры за счет мансардного этажа, который также можно адаптировать под кабинеты или мастерские с хорошим освещением от окон!

Клиент: Это интересно, но все равно ощущение недостатка света остается...

Менеджер: Разумеется! Однако вы можете установить системы искусственного освещения для создания уютной атмосферы в любое время суток. Кроме того, у нас есть возможность сделать перепланировку для увеличения площади остекления!

Клиент: А как быстро мы сможем получить разрешение на такие изменения?

Менеджер: Обычно процесс получения всех необходимых документов занимает около 1-2 месяцев в зависимости от сложности проекта и согласования с соседями.

Клиент: И сколько стоит сам таунхаус? Я слышал разные цены…

Менеджер: Правильно заметили – цена данного объекта составляет 12 миллионов рублей за площадь 150 кв.м., включая участок земли порядка 3 соток.
",Презентация объекта,2,3,5,3,2,FAB метод,,,таунхаус,мало света,,,,,,,
"Менеджер: Привет! Рад вас видеть на показе нашего таунхауса. Он имеет площадь 150 квадратных метров, три спальни и просторную гостиную. 

Клиент: Здравствуйте! Спасибо за возможность посмотреть. Но я заметил, что до метро довольно далеко... Это меня смущает.

Менеджер: Понимаю ваше беспокойство. Однако у нас есть преимущества: во-первых, это отличная квартира для семьи с комфортным жизненным пространством (функциональность). Во-вторых, район активно развивается – рядом строят новые торговые центры и школы (преимущества района).

Клиент: Да, но мне нужно быстро добираться до работы в центре города.

Менеджер: Конечно! Это важно учитывать. От ближайшей станции метро можно дойти за 15-20 минут пешком или воспользоваться автобусом – он ходит каждые 10 минут (доступность транспортной инфраструктуры).

Клиент: Не знаю... все равно кажется очень удалённо от городской жизни.

Менеджер: Согласен, сначала может казаться таковым. Но здесь вы сможете наслаждаться тишиной природы и свежим воздухом после насыщенного дня в городе (польза для здоровья). Кроме того, стоимость этого таунхауса всего 9 миллионов рублей!

Клиент: Цена неплохая… а как насчёт состояния дома? Ремонт нужен?

Менеджер: Дом абсолютно новый! Сделан качественный ремонт по современным стандартам — вам не придется ничего делать сразу же после покупки (качество продукта)! Вы можете просто переехать без дополнительных затрат.

Клиент: Хм… звучит интересно… стоит подумать о таких фактах…

Менеджер: Давайте тогда договоримся о повторной встрече через пару дней? Я могу подготовить больше информации об этом районе и возможностях финансирования при покупке!
",Презентация объекта,2,3,5,3,2,FAB метод,,,таунхаус,далеко от метро,,,,,,,
"Менеджер: Здравствуйте! Спасибо, что пришли на встречу. У нас остались только последние детали по вашей покупке квартиры. Как вы себя ощущаете в этом процессе?  
Клиент: Привет! В целом все хорошо, но у меня есть некоторые сомнения насчет дополнительных услуг.  
Менеджер: Понимаю вас. На самом деле, многие наши клиенты отмечают, что услуги по оформлению ипотеки и юридическому сопровождению значительно облегчают процесс покупки и дают уверенность в безопасности сделки. Вы об этом думали?  
Клиент: Да, я слышал о таких услугах... Но они стоят немало?   
Менеджер: Они действительно требуют вложений — около 30 тысяч рублей за весь пакет услуг, но это сэкономит вам время и нервы на поиски юриста или кредитного менеджера самостоятельно. Согласитесь, лучше заплатить немного больше сейчас ради спокойствия потом?  
Клиент: Это логично… Но всё же стоит ли оно того?   
Менеджер: Учитывая вашу ситуацию и желание закрыть сделку как можно быстрее — однозначно да! Мы можем оформить все документы уже к следующей неделе после подписания контракта на квартиру. Так сможете быстро переехать туда без лишних задержек! Что скажете?
Клиент: Ну ладно тогда… Давайте попробуем ваши дополнительные услуги.
",Закрытие сделки,3,2,2,3,5,прямое предложение,мягкое подталкивание,продажа доп. услуги,,,,,,,,,
"Менеджер: Привет! Это [Имя] из агентства недвижимости. Как у вас дела?  
Клиент: Здравствуйте... Нормально, а что вам нужно?  
Менеджер: Я хотел бы рассказать вам о нашем новом жилом комплексе ""Премиум"". У нас сейчас отличные предложения по квартирам, возможно, вам будет интересно!  
Клиент: Не знаю даже… У меня пока нет планов на покупку.  
Менеджер: Понимаю вас! Но в ""Премиум"" есть квартиры от 3 миллионов рублей с отделкой и полностью готовые к заселению. Это может быть хорошей инвестицией! Что думаете?    
Клиент: Инвестиции – это хорошо, но мне не очень интересно сейчас...   
Менеджер: Могу предложить встретиться и обсудить детали более подробно. Даже если вы не собираетесь покупать сразу, информация может пригодиться в будущем! Когда было бы удобно увидеться?    
Клиент: Ну ладно… Может через неделю или две подумаю об этом…   
Менеджер: Отлично! Давайте назначим встречу на вторник следующей недели в 15 часов? Так сможем спокойно поговорить обо всем за чашечкой кофе. Как звучит для вас?

",Установление контакта,5,2,1,3,1,,,,,,дружелюбный,равнодушный,ЖК 'Премиум',,,,
"Менеджер: Здравствуйте! Спасибо, что пришли. Как вы сегодня?  
Клиент: Здравствуйте! Неплохо, спасибо. Немного волнительно, если честно.   
Менеджер: Понимаю вас. Обычно такие встречи могут вызывать переживания. Что именно вас беспокоит в процессе покупки недвижимости?  
Клиент: Меня интересует цена квартиры и как я могу использовать свою ипотеку для этого...  
Менеджер: Отличный вопрос! У нас есть варианты от 4 до 6 миллионов рублей за квартиры площадью около 50-70 квадратных метров в разных районах города. Вам какой район больше нравится?  
Клиент: Я бы хотел посмотреть на районы ближе к центру или хотя бы с хорошей транспортной развязкой…   
Менеджер: Понял вас! В таком случае у нас есть предложение в районе метро ""Площадь Ильича"", квартира за 5 миллионов рублей, площадь — 65 кв.м., готова к заселению через месяц после сделки. Это вам подходит?  
Клиент: Звучит интересно... А можно ли узнать о коммунальных платежах и инфраструктуре рядом?    
Менеджер: Конечно! Коммунальные услуги составляют примерно 3 тысячи рублей в месяц, а вокруг много магазинов и аптек—всё необходимое под рукой. Как считаете, это важные моменты для вашего выбора?",Выявление потребностей,3,5,2,2,1,,,,,,,,,открытые вопросы,пенсионер,ипотека готова,
"Менеджер: Здравствуйте! Рад вас видеть на показе этой студии. Площадь 30 кв.м, цена – 4,5 млн рублей. Давайте я расскажу о ее преимуществах.

Клиент: Привет! Спасибо. Но у меня сразу вопрос — она далеко от метро? Я предпочитаю жить поближе к станции.

Менеджер: Да, до ближайшей станции метро «Старый город» примерно 15 минут пешком. Однако здесь есть удобные маршруты общественного транспорта и развитая инфраструктура вокруг!

Клиент: Это не так уж близко... А что насчет магазинов и школ рядом?

Менеджер: Отличный вопрос! В радиусе 500 метров находятся два супермаркета и несколько детских садов, а школа в трех остановках автобусом — очень удобно для семей с детьми!

Клиент: Хорошо, но мне всё равно нужна близость к метро для работы. Есть ли какие-то другие варианты ближе?

Менеджер: Конечно! У нас есть еще одна студия возле станции «Центральная», стоимость чуть выше - 4,9 млн рублей на те же метры.

Клиент: И какова площадь той квартиры? 

Менеджер: Там тоже около 30 кв.м., но планировка немного отличается — больше света за счёт больших окон!

Клиент: Звучит интересно… давайте посмотрим её потом после этой показываемой студии?",Презентация объекта,2,3,5,3,2,демонстрация преимуществ,,,студия,далеко от метро,,,,,,,
"Менеджер: Добрый день! Я услышал ваши опасения по поводу района. Это действительно важно для выбора жилья.

Клиент: Да, район мне не очень нравится. Слышал о высоком уровне преступности и проблемах с инфраструктурой.

Менеджер: Понимаю вас. Многие люди тоже переживают об этом, и это нормально. Но у нас есть позитивные изменения в районе – открываются новые магазины и кафе, а также активно строятся детские площадки.

Клиент: Возможно… но все равно страшно жить там из-за криминала.

Менеджер: Ваша позиция понятна! Хотел бы отметить, что за последние два года уровень преступности снизился на 30%, благодаря работе местных органов власти и активным патрулям полиции.

Клиент: Это интересно... Не знал об этом!

Менеджер: Также стоит учитывать хорошую транспортную доступность к центру города – всего 20 минут на метро до станции «Площадь Революции». 

Клиент: Да, удобство передвижения – важный пункт…

Менеджер: И еще один момент - цена квартир здесь значительно ниже центральной зоны. Например, двухкомнатная квартира площадью 60 м² стоит около 5 миллионов рублей вместо восьми в центре!

Клиент: Действительно привлекательное предложение...

Менеджер: Если вы хотите увидеть квартиру или задать дополнительные вопросы о районе - я всегда готов помочь!

Клиент: Думаю над тем, чтобы посмотреть квартиры... Убедили меня немного лучше оценить этот район!",Работа с возражениями,2,2,3,5,3,,,,,плохой район,,,,согласие+контраргумент,,,клиент согласился
"Менеджер: Здравствуйте! Я хотел напомнить, что у нас действует акция на квартиры в ЖК ""Солнечный берег"". Вы можете приобрести 1-комнатную квартиру всего за 3,5 миллиона рублей. Но эта цена действительна только до конца недели!

Клиент: Здравствуйте! Да, помню о вашем предложении. Однако я все еще подумываю и не готов принимать решение прямо сейчас.

Менеджер: Понимаю вас. Но стоит учесть, что такие цены могут не повториться в будущем. Если вы решите купить квартиру до пятницы включительно, мы также можем предоставить вам бесплатное оформление документов!

Клиент: Это звучит интересно, но мне нужно больше времени для обдумывания всех деталей. Может быть к следующей неделе?

Менеджер: К сожалению, после окончания акции цена может увеличиться на 200-300 тысяч рублей из-за изменившихся рыночных условий... И множество клиентов уже интересуются этим объектом.

Клиент: Да знаю… В любом случае это серьезная покупка для меня и спешить с решением не хочется.

Менеджер: Конечно! Но имейте ввиду — если вы пропустите эту возможность сейчас, другие покупатели могут опередить вас уже через несколько дней…

Клиент: Спасибо за информацию! Я всё-таки пока отложу свое решение и вернусь к вам позже.",Закрытие сделки,3,2,2,3,5,искусственное ограничение,акция до конца недели,мягкий отказ,,,,,,,,,
"Менеджер: Здравствуйте! Это менеджер из компании «Элитная недвижимость». У нас для вас есть отличное предложение по ЖК «Премиум»!

Клиент: Здравствуйте. Что вам нужно? Я сейчас не в настроении общаться.

Менеджер: Понимаю, что у вас может быть много дел, но я уверен, вы не хотите упустить возможность приобрести уникальную квартиру в самом центре города. Метраж от 50 до 100 квадратов и цены начинаются с 6 миллионов рублей!

Клиент: Слушайте, мне это не интересно. У меня уже есть квартира.

Менеджер: Я понимаю вас! Но даже если у вас есть жилье, возможно стоит рассмотреть инвестиции или улучшение условий жилья? Мы можем предложить хорошие скидки на первую сделку.

Клиент: Инвестиции — это последняя вещь о которой я думаю сейчас. Мне просто надоело слышать предложения о недвижимости.

Менеджер: Да-да! Вы правы! Но давайте хотя бы встретимся на небольшой консультации – расскажу все детали и покажу квартиры в удобное время для вас… Как насчет четверга?

Клиент: Четверг?! Нет уж спасибо. Давайте без встреч лучше...

Менеджер: А как насчет краткой встречи всего на 20 минут? Вам точно будет интересен наш новый проект – он изменит ваше представление о комфорте жизни за разумные деньги!


",Установление контакта,5,2,1,3,1,,,,,,настойчивый,раздраженный,ЖК 'Премиум',,,,
"Менеджер: Здравствуйте! Я понимаю, что вас беспокоит необходимость ремонта в квартире. Это вполне обычная ситуация.

Клиент: Да, именно так. Мне не хочется тратить время и деньги на переделки.

Менеджер: Согласен с вами, ремонт может быть довольно затратным процессом. Но знаете ли вы, что квартира без отделки часто стоит значительно меньше? Вы можете сделать всё по своему вкусу и выбрать материалы более высокого качества.

Клиент: Возможно... Но все равно это дополнительные затраты сейчас.

Менеджер: Верно. Однако учтите, что при правильном подходе к ремонту ваша инвестиция окупится в будущем — стоимость квартиры возрастет после качественного завершения работ!

Клиент: Это правда… но еще нужно будет ждать окончания ремонта…

Менеджер: Да, срок выполнения работ обычно составляет от 3 до 6 месяцев в зависимости от объемов. Но представьте себе радость жить именно в том интерьере и с теми удобствами, которые вам нравятся! 

Клиент: Хм... звучит неплохо на самом деле...

Менеджер: Кроме того, многие покупатели рассматривают квартиру как вложение средств — чем лучше её состояние на момент продажи или сдачи арендуется жильё , тем выше цена!

Клиент: Убедили меня немного… Наверное действительно стоит рассмотреть этот вариант более внимательно.",Работа с возражениями,2,2,3,5,3,,,,,нужен ремонт,,,,согласие+контраргумент,,,клиент согласился
"Менеджер: Добрый день! Рад видеть вас на показе этого прекрасного таунхауса. Это действительно особенное место, и я уверен, что вам понравится!

Клиент: Добрый день! Спасибо за встречу. Но сразу замечаю — кажется, здесь довольно темно. Мало света.

Менеджер: Да, это первое впечатление у многих клиентов. Однако посмотрите на большие окна в гостиной — они выходят на юг и пропускают много солнечного света в течение дня.

Клиент: Возможно... но вот сейчас мне не хватает яркости даже при дневном свете.

Менеджер: Понимаю вас! Вы можете решить эту проблему с помощью светлых оттенков ремонта или правильной расстановки освещения внутри помещений. К тому же вечером тут очень уютно благодаря теплому свету лампочек.

Клиент: Интересное решение! А как насчет окон? Они хорошо утеплены?

Менеджер: Конечно, все окна установлены из качественного стеклопакета с энергосберегающим покрытием. Это помогает сохранить тепло зимой и защитить от жары летом.

Клиент: Хорошо слышать о качестве материалов… Какой метраж у этого таунхауса?

Менеджер: Общая площадь составляет 150 квадратных метров — достаточно для комфортного проживания семьи из четырех человек!

Клиент: Звучит неплохо... И какая цена у него?

Менеджер: Этот таунхаус стоит 12 миллионов рублей с учетом всех отделочных работ и благоустроенного двора – идеальный вариант для тех, кто ищет комфортный дом недалеко от города!

Клиент: Спасибо за информацию! Будем думать над предложением.
",Презентация объекта,2,3,5,3,2,сторителлинг,,,таунхаус,мало света,,,,,,,
"Менеджер: Здравствуйте, рад вас видеть! Как ваши дела? 

Клиент: Здравствуйте! Да вот, всё нормально. Решил продать свою квартиру.

Менеджер: Понимаю, это важный шаг. Могу узнать, по какой причине вы решили её продавать?

Клиент: Ну… я уже на пенсии и хочу переехать в более спокойное место за городом.

Менеджер: Это отличная идея! Вы рассматриваете какую-то определённую локацию для нового жилья?

Клиент: Да, хотелось бы что-то подальше от города — может быть дачу или домик поблизости. Главное — чтобы было тихо и зелено.

Менеджер: Замечательно. У нас есть хорошие варианты около 50 км от Москвы с площадью до 100 кв.м., цена начинается примерно от 3 миллионов рублей. Когда вы планируете завершить сделку по продаже вашей квартиры?

Клиент: Я надеюсь уложиться в три месяца — мне нужно время для поиска подходящего места.

Менеджер: Три месяца звучит реалистично! Мы можем начать процесс продажи вашей квартиры уже сегодня и постараемся ускорить все этапы сделки!

Клиент: Хорошо слышать такое отношение к делу. А какие документы будут нужны для начала работы?",Выявление потребностей,3,5,2,2,1,,,,,,,,,активное слушание,пенсионер,сроки 3 месяца,
"Менеджер: Добрый день! Рад вас видеть. Это наш таунхаус площадью 150 квадратных метров, давайте я расскажу о его особенностях.

Клиент: Здравствуйте! Ну, вот это высокие потолки... Они мне не очень нравятся. Кажется слишком много воздуха...

Менеджер: Понимаю ваше беспокойство. Но именно высота потолков создает ощущение пространства и комфорта в доме. Вы сможете легко организовать освещение и декорировать комнаты так, как вам нравится!

Клиент: Да, но всё-таки я привык к более низким потолкам… может быть лучше подойдут квартиры с обычной высотой?

Менеджер: Возможно, но учтите такие детали как шумоизоляция — с высокими потолками звуки будут менее резкими благодаря большему объему помещения.

Клиент: Ага? И какая примерно цена на этот таунхаус?

Менеджер: Этот объект стоит 12 миллионов рублей. По сравнению с квартирами в этом районе – это довольно выгодное предложение за такую площадь и качество строительства.

Клиент: Хм... а какие ещё плюсы у него есть помимо этого?

Менеджер: Отличный вопрос! Здесь также имеется собственный дворик для отдыха или детских игр (это большая редкость для таких объектов), а еще хорошая система отопления что позволит экономить зимой!

Клиент: Дворик звучит заманчиво... Может все-таки стоит рассмотреть вариант? 

Менеджер : Конечно! Я могу организовать повторный просмотр для вас или предложить другие варианты на выбор в пределах вашего бюджета?",Презентация объекта,2,3,5,3,2,FAB метод,,,таунхаус,слишком высокие потолки,,,,,,,
"Менеджер: Добрый день! Рад вас видеть в нашем офисе. Как прошла ваша дорога?

Клиент: Здравствуйте! Все прошло хорошо, спасибо. Я хотел бы обсудить варианты для инвестиций.

Менеджер: Конечно! Какие критерии для вас важны при выборе недвижимости? 

Клиент: Мне интересуют объекты с хорошей доходностью и минимальными рисками. Площадь желательно от 60 квадратов.

Менеджер: Понял вас. У нас есть несколько объектов в разных районах города, которые могут подойти вам по этим параметрам. Какой бюджет у вас на инвестиции?

Клиент: Рассматриваю до 9 миллионов рублей.

Менеджер: Отлично, это дает нам много возможностей! Есть ли у вас предпочтения по поводу района или типа недвижимости — квартира или коммерция?

Клиент: Лучше квартиры в новостройках рядом с метро. Это повысит привлекательность для арендаторов.

Менеджер: Хорошо слышать ваши пожелания! Мы как раз можем предложить квартиру площадью 70 метров за 8,5 миллионов рядом со станцией «Пушкинская». Когда вы планируете посмотреть объект? 

Клиент: Было бы неплохо организовать показ на следующей неделе во вторник после обеда.

Менеджер (ошибка): Извините, но я не уверен что сможем его показать тогда — он уже забронирован на этот день… Могу предложить четверг вместо этого!

Клиент: Четверг подойдет лучше всего! Спасибо за вашу помощь!

Методичка:

- Процесс начался с установления контакта.
- Открытые вопросы помогали выявлять потребности клиента.
- Быстро перешел к конкретным предложениям и назначению показа объекта.
",Выявление потребностей,3,5,2,2,1,,,,,,,,,открытые вопросы,инвестор,ипотека готова,
"Менеджер: Здравствуйте! Я понимаю, что ремонт – это важный момент. Многие наши клиенты тоже переживают по этому поводу.

Клиент: Да, но мне кажется, что без ремонта квартира будет выглядеть неуютно. Сколько денег нужно на ремонт?

Менеджер: Хороший вопрос! Обычно косметический ремонт обойдётся в пределах 200-300 тысяч рублей для стандартной трёшки площадью около 70 квадратов. Но вот представьте, вы можете сделать квартиру под себя и создать идеальное пространство!

Клиент: Это всё здорово, но я не готов тратить такие деньги сразу после покупки квартиры.

Менеджер: Понимаю ваши опасения. Важно учитывать также то, что цена объекта с учетом вашего вложения может значительно возрасти в будущем — так как подобные ремонты увеличивают стоимость жилья на рынке.

Клиент: Не знаю… Если бы была скидка хотя бы процентов 5 от цены за квартиру…

Менеджер: У вас есть право предложить свои условия! Давайте обсудим варианты скидок — возможно мы сможем сделать вам приятное предложение исходя из текущей ситуации на рынке недвижимости.

Клиент: Ну если получится немного сбросить цену – тогда можно подумать о покупке...

Менеджер: Отлично! Я постараюсь договориться с собственником и вернусь к вам через час с конкретным предложением.",Работа с возражениями,2,2,3,5,3,,,,,нужен ремонт,,,,согласие+контраргумент,,,просит скидку
"Менеджер: Добрый день! Я понимаю, что вас беспокоит район. Это действительно важный аспект при покупке недвижимости.

Клиент: Да, я слышал много негативного о этом районе. Не хочу рисковать.

Менеджер: Согласен с вами, в каждом районе есть свои особенности. Но стоит отметить, что за последнее время здесь значительно улучшилась инфраструктура и безопасность.

Клиент: Может быть, но мне всё равно не нравится эта обстановка. 

Менеджер: Понимаю ваши опасения! Однако у нас есть несколько примеров семей, которые переехали сюда и остались довольны – они отмечают хорошие школы и парки для детей рядом с домами.

Клиент: Хорошо звучит... Но всё еще переживаю из-за криминальной ситуации тут.

Менеджер: Это абсолютно нормально - переживать перед покупкой. Замечу только то, что местные власти активно работают над снижением преступности в этом районе и результаты уже заметны!

Клиент: Надеюсь на это… Мне нужно больше времени подумать над этим вопросом.

Менеджер: Конечно! Откладывать решение тоже может быть разумным шагом. Если хотите поговорить ещё или узнать детали по другим районам — дайте знать!

Клиент: Спасибо за понимание! Обязательно свяжусь позже для обсуждения других вариантов.
",Работа с возражениями,2,2,3,5,3,,,,,плохой район,,,,согласие+контраргумент,,,откладывает решение
